Nº registro,Completo Parte,Edificio / Parte,Tipo vía,Calle,Portal,Piso,Municipio,Localidad,Código postal,Provincia,Zona climática,Año construcción,Normativa,Datos catastrales,Tipo edificio,Alcance edificio,Fecha inicio de vigencia,Fecha fin de vigencia,Superficie habitable,Superficie calefactada,Superficie refrigerada,Consumo anual,Emisiones anuales,Calificación energética,Calificación energ. emisiones,Más datos,Cod. calle,Cod. portal,Cod. provincia,Cod. municipio,Cod. localidad,Nº viviendas,Comunidad autónoma,Procedimiento,Cal. Grado Centralizacion,Cal. Equipo Principal,Cal. Tipo Energia,ACS Grado Centralizacion,ACS Equipo Principal,ACS Tipo Energia
CEE/CAPV/2016/00059819/E,0,Irabien 13-D,Auzoa/Barrio,Irabien,13 -D,UNIFAMILIAR,Okondo,Irabien,1409.0,Araba/Álava,D1,2011,CTE 2006,42.0001.0403.000.0004.001,Vivienda,Existente,2016-05-25,2026-05-25,89.0,100,0,272.8,57.8,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00059819-E,130104200000010.0,80104200004710.0,1,42,10104200000014,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2016/00060208/E,0,vivienda en bloque,Kalea/Calle,Árbol Malato,2,5ºC,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1970,año 1970,36000401260000001019,Vivienda,Existente,2016-05-26,2026-05-26,77.0,100,0,171.1,36.2,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060208-E,130103600000030.0,80103600000388.0,1,36,10103600000016,1.0,Euskadi,CE2,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00060211/E,1,"EL VAO, 4B",Zeharbidea/Travesía,El Vao,4 -B,UNIFAMILIAR,Iruña Oka/Iruña de Oca,Nanclares de la Oca/Langraiz Oka | Nanclares de la Oca / Langraiz Oka,1230.0,Araba/Álava,D1,2005,NBE-CT-79,26-1-3087-1-1 y 2,Vivienda,Existente,2016-05-26,2026-05-26,126.0,100,0,284.3,60.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060211-E,130190100001420.0,80190100014930.0,1,901,10190100000035,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gas natural,Centralizado,Caldera estandar,Gas natural
CEE/CAPV/2016/00060286/E,0,Viv. semisótano (única en pta.) en edif. plurifamiliar,Errepidea/Carretera,Zuazo,11,Viv. semisótano (única en pta.),Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,E1,1958,NMV,51000200620000001001,Vivienda,Existente,2016-05-27,2026-05-27,110.0,100,0,333.6,70.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060286-E,130105100000430.0,80105100003129.0,1,51,10105100000073,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00060288/E,0,"Viv. 3ºB, portal 7 en edif. plurifamiliar existente",Plaza/Plaza,Euskal-Herria,7,3ºB,Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,E1,2003,NBE-CT-79,51000117130000007010,Vivienda,Existente,2016-05-27,2026-05-27,85.0,100,0,333.6,70.7,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060288-E,130105100000990.0,80105100011090.0,1,51,10105100000073,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gas natural,Centralizado,Caldera estandar,Gas natural
CEE/CAPV/2016/00060376/E,0,VIVIENDA INDIVIDUAL/PISO,Kalea/Calle,Ruperto Urquijo,10,1ºIZ,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,C1,1968,Anterior NBE-CT-79,360001000800020001,Vivienda,Existente,2016-05-27,2026-05-27,78.0,100,0,299.1,63.3,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060376-E,130103600000880.0,80103600008244.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00060377/E,0,Vivienda unifamiliar adosada,Aldapa/Cuesta,Arteko aldapa,18,UNIFAMILIAR,Artziniega,Artziniega,1474.0,Araba/Álava,D1,2000,Anterior NBE-CT-79,04-0002-0349-00A-0001-001,Vivienda,Existente,2016-05-29,2026-05-29,100.0,100,0,327.1,69.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060377-E,130100400000230.0,80100400005570.0,1,4,10100400000014,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00060381/E,0,Calle Las Losas 3 3 izquierda,Kalea/Calle,Las Losas,3,3 izquierda,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,1969,Anterior NBE-CT-79,43000200060000003006,Vivienda,Existente,2016-05-30,2026-05-30,79.0,100,100,239.0,51.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060381-E,130104300000490.0,80104300003245.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00060420/E,1,"BO/ IRABIEN Nº21, 01409-OKENDO (ÁLAVA)",Auzoa/Barrio,Irabien,21,UNIFAMILIAR,Okondo,Irabien,1409.0,Araba/Álava,D1,1975,Anterior NBE-CT-79,42000102910000001,Vivienda,Existente,2016-05-26,2026-05-26,820.0,89,0,306.8,64.9,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060420-E,130104200000010.0,80104200000207.0,1,42,10104200000014,9.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00060421/E,1,"BO/ IRABIEN Nº23, 01409-OKENDO (ÁLAVA)",Auzoa/Barrio,Irabien,23,UNIFAMILIAR,Okondo,Irabien,1409.0,Araba/Álava,D1,1975,Anterior NBE-CT-79,42000102910000002,Vivienda,Existente,2016-05-26,2026-05-26,504.0,84,0,323.2,68.3,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060421-E,130104200000010.0,80104200000229.0,1,42,10104200000014,6.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00060424/E,0,ZUBIAUR Nº5 2ºB,Kalea/Calle,Zubiaur,5,2ºB,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1975,Anterior NBE-CT-79,0036 0004 0110 0001 0008,Vivienda,Existente,2016-05-31,2026-05-31,87.0,100,0,192.8,40.8,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060424-E,130103600001210.0,80103600010666.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00060620/E,0,"C/ Las Losas, 2 - 3ºDCHA",Kalea/Calle,Las Losas,2,3ºDCHA,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,1980,Anterior NBE-CT-79,43-2-6-4-5,Vivienda,Existente,2016-05-28,2026-05-28,75.0,100,0,460.6,121.5,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060620-E,130104300000490.0,80104300003230.0,1,43,10104300000048,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2016/00060621/E,0,5B,Kalea/Calle,Berrikazubi,5 -B,-,Zigoitia,Gopegi,1138.0,Araba/Álava,D1,2008,Anterior NBE-CT-79,18-0006-1227-000-0002-001,Vivienda,Existente,2016-05-31,2026-05-31,162.0,100,0,162.7,34.4,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060621-E,130101800001510.0,80101800012000.0,1,18,10101800000112,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00060625/E,0,PORTAL 14 VIVIENDA 3ºC,Etorbidea/Avenida,Gernika,14,3ºC,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,2011,CTE 2006,43 0003 1711 00A 0002 009,Vivienda,Existente,2016-06-01,2026-06-01,85.0,100,0,150.2,31.8,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060625-E,130104300000600.0,80104300016730.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00060856/E,1,VIVIENDA UNIFAMILIAR,Kalea/Calle,Eras de Arriba,11,UNIFAMILIAR,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,1997,NBE-CT-79,43000314970000001001,Vivienda,Existente,2016-06-04,2026-06-04,144.0,100,0,385.6,95.9,F,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060856-E,130104300000300.0,80104300001823.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00060857/A01,1,Mayor nº13 Gaceta Elburgo,Kalea/Calle,Calle Mayor,13,UNIFAMILIAR,Elburgo/Burgelu,Gazeta,1192.0,Araba/Álava,D1,1999,NBE-CT-79,210100210000010001MQ,ViviendaUnifamiliar,Existente,2023-05-03,2033-05-03,140.0,100,15,118.7,19.8,C,C,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060857-A01,130102100000230.0,80102100002620.0,1,21,10102100000060,1.0,Euskadi,CEXv2.3,Equipos individuales,Bomba de calor,Electricidad,Equipos individuales,Bomba de calor,Electricidad
CEE/CAPV/2016/00060859/E,0,BIDEBARRIETA 2 4ºC,Kalea/Calle,Bidebarrieta,2,4ºC (IZDA),Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1968,Anterior NBE-CT-79,0036 0001 0301 0001 0012,Vivienda,Existente,2016-06-06,2026-06-06,59.0,100,0,272.4,57.7,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060859-E,130103600000100.0,80103600001061.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2016/00060862/E,1,Vivienda unifamiliar,Kalea/Calle,Blas Lopez,3,Bloque entero,Iruña Oka/Iruña de Oca,Nanclares de la Oca/Langraiz Oka | Nanclares de la Oca / Langraiz Oka,1230.0,Araba/Álava,D1,1999,NBE-CT-79,00260002002400020001,Vivienda,Existente,2016-06-06,2026-06-06,170.0,100,0,262.8,55.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00060862-E,130190100001170.0,80190100006050.0,1,901,10190100000035,1.0,Euskadi,CE3X 2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061117/E,0,VIVIENDA 1C,Kalea/Calle,Lamuza,17,1C,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1980,Anterior NBE-CT-79,36 0002 0038 000 0001 003,Vivienda,Existente,2016-06-01,2026-06-01,102.0,100,0,301.1,63.8,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061117-E,130103600000610.0,80103600004732.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061129/E,0,Vivienda,Kalea/Calle,Aldai,17,UNIFAMILIAR,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1900,Anterior NBE-CT-79,02 0016 0051 000 0001,Vivienda,Existente,2016-06-06,2026-06-06,116.0,47,0,28.8,135.9,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061129-E,130100200000210.0,80100200000602.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Bomba de calor,Biomasa,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00061134/E,0,1º izquierda,Enparantza/Plaza,Torre Giralda,6,1 IZQ,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,2000,NBE-CT-79,43000203330000006001,Vivienda,Existente,2016-06-08,2026-06-08,121.0,100,0,152.7,32.3,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061134-E,130104300000780.0,80104300007410.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061137/E,0,C/ORTUBITARTE 1 3ºDCHA,Kalea/Calle,Ortubitarte,1,3ºDCHA,Alegría-Dulantzi,Alegría-Dulantzi,1240.0,Araba/Álava,D1,1977,ANTERIOR NBE CT 79,00010001102400030006,Vivienda,Existente,2016-06-08,2026-06-08,90.0,80,0,238.9,63.0,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061137-E,130100100000160.0,80100100000376.0,1,1,10100100000010,1.0,Euskadi,CEXv2.1,Centralizado,Caldera estandar,Gasóleo,Centralizado,Caldera estandar,Gasóleo
CEE/CAPV/2016/00061140/E,0,VIVIENDA 4ºC,Urbanizazioa/Urbanización,Carlos Larrea,6,4ºC,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1973,CTE 2006,36 0005 0503 000 0002 015,Vivienda,Existente,2016-06-08,2026-06-08,78.0,100,0,53.5,31.2,D,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061140-E,130103600001430.0,80103600031730.0,1,36,10103600000016,1.0,Euskadi,CE2,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061143/E,0,"Piso, Ruperto Urquijo Nº4, 2º IZ",Kalea/Calle,Ruperto Urquijo,4,2º IZ,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1965,Anterior NBE-CT-79,00360001000400020003,Vivienda,Existente,2016-06-06,2026-06-06,79.0,100,0,339.1,59.7,G,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061143-E,130103600000880.0,80103600008184.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00061315/E,1,VIVIENDA UNIFAMILIAR,Kalea/Calle,Río Ayuda,17,UNIFAMILIAR,Berantevilla,Berantevilla,1211.0,Araba/Álava,D1,2005,Anterior NBE-CT-79,140001141300000090001,Vivienda,Existente,2016-06-08,2026-06-08,0.0,100,0,176.6,37.3,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061315-E,130101400000250.0,80101400006040.0,1,14,10101400000013,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00061320/E,1,LOS MAESTROS 1,Kalea/Calle,Paseo de Los Maestros,1,UNIFAMILIAR,Ribera Baja/Erriberabeitia,Ribabellosa,1213.0,Araba/Álava,D1,2008,Anterior NBE-CT-79,47-0001-2466-000-0001,Vivienda,Existente,2016-06-07,2026-06-07,247.0,100,0,166.6,35.3,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061320-E,130104700000740.0,80104700009750.0,1,47,10104700000052,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2016/00061321/E,0,Alberke 14,Kalea/Calle,Alberke,14,UNIFAMILIAR,Legutio,Legutio,1170.0,Araba/Álava,D1,2007,Anterior NBE-CT-79,58 0002 1470 00E 0001 001,Vivienda,Existente,2016-06-09,2026-06-09,160.0,100,0,215.0,45.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061321-E,130105800000720.0,80105800010030.0,1,58,10105800000084,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061322/E,1,LOS MAESTROS 4,Kalea/Calle,Paseo de Los Maestros,4,UNIFAMILIAR,Ribera Baja/Erriberabeitia,Ribabellosa,1213.0,Araba/Álava,D1,2008,CTE 2006,47-0001-2471-000-0001,Vivienda,Existente,2016-06-08,2026-06-08,231.0,100,0,132.3,28.0,D,C,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061322-E,130104700000740.0,80104700009790.0,1,47,10104700000052,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2016/00061323/E,1,LOS MAESTROS 6,Kalea/Calle,Paseo de Los Maestros,6,UNIFAMILIAR,Ribera Baja/Erriberabeitia,Ribabellosa,1213.0,Araba/Álava,D1,2008,CTE 2006,47-0001-2472-000-0001,Vivienda,Existente,2016-06-08,2026-06-08,231.0,100,0,133.6,28.3,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061323-E,130104700000740.0,80104700009800.0,1,47,10104700000052,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061327/E,0,"C/ Las Losas, 11 - 1ºC",Kalea/Calle,Las Losas,11,1ºC,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,1980,Anterior NBE-CT-79,43-2-8-1-4,Vivienda,Existente,2016-06-09,2026-06-09,79.0,100,0,394.7,104.1,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061327-E,130104300000490.0,80104300003322.0,1,43,10104300000048,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2016/00061419/E,0,"CAMINO DE OTEO, 3",Bidea/Camino,Oteo,3,UNIFAMILIAR,Campezo/Kanpezu,Antoñana,1128.0,Araba/Álava,D1,1990,Anterior NBE-CT-79,17000201830000001001,Vivienda,Existente,2016-06-08,2026-06-08,78.0,100,0,268.7,51.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061419-E,130101700000990.0,80101700000405.0,1,17,10101700000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00061422/E,0,vIVIENDA 2ºIZQ incluida en edificio plurifamiliar,Kalea/Calle,Santsaerreka,25,2ºIzq.,Asparrena,Araia,1250.0,Araba/Álava,D1,1959,NMV,090002166800A0006005,Vivienda,Existente,2016-06-11,2026-06-11,63.0,100,0,291.2,61.6,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061422-E,130100900000230.0,80100900002591.0,1,9,10100900000049,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061423/E,0,"Poligono Kalzadako, 10 pabellón 1",Entitatea/Entidad,Saratxo,10,pabellón 1,Amurrio,Saratxo | Diseminado,1468.0,Araba/Álava,D1,1999,Anterior NBE-CT-79,02 0007 0792 000 0001 002,Otros usos,Existente,2016-06-12,2026-06-12,244.0,100,51,325.1,55.1,E,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061423-E,130100200000090.0,80100200014220.0,1,2,10100200000110,1.0,Euskadi,CE3X,Equipos individuales,Bomba de calor,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00061425/E,0,"Calle Luberi, nº 20",Kalea/Calle,Luberi,20,CASA UNIFAMILIAR,Legutio,Legutio,1170.0,Araba/Álava,D1,2009,CTE 2006,"58-2-1451-C-1-1, 2 y 3",Vivienda,Existente,2016-06-08,2026-06-08,150.0,100,0,218.4,46.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061425-E,130105800000680.0,80105800009860.0,1,58,10105800000084,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061426/E,0,"Calle Luberi, nº 22",Kalea/Calle,Luberi,22,CASA UNIFAMILIAR,Legutio,Legutio,1170.0,Araba/Álava,D1,2009,CTE 2006,"58-2-1451-D-1-1, 2 y 3",Vivienda,Existente,2016-06-08,2026-06-08,150.0,100,0,217.7,46.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061426-E,130105800000680.0,80105800009870.0,1,58,10105800000084,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061427/E,0,"Calle Luberi, nº 28",Kalea/Calle,Luberi,28,CASA UNIFAMILIAR,Legutio,Legutio,1170.0,Araba/Álava,D1,2009,CTE 2006,"58-2-1451-G-1-1, 2 y 3",Vivienda,Existente,2016-06-08,2026-06-08,150.0,100,0,260.3,55.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061427-E,130105800000680.0,80105800009900.0,1,58,10105800000084,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061571/E,0,"Calle Luberi, nº 24",Kalea/Calle,Luberi,24,CASA UNIFAMILIAR,Legutio,Legutio,1170.0,Araba/Álava,D1,2009,CTE 2006,"58-2-1451-E-1-1, 2 y 3",Vivienda,Existente,2016-06-08,2026-06-08,150.0,100,0,216.5,45.7,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061571-E,130105800000680.0,80105800009880.0,1,58,10105800000084,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061574/E,0,"Calle Luberi, nº 4",Kalea/Calle,Luberi,4,CASA UNIFAMILIAR,Legutio,Legutio,1170.0,Araba/Álava,D1,2009,CTE 2006,"58-2-1450-B-1-1, 2 y 3",Vivienda,Existente,2016-06-08,2026-06-08,150.0,100,0,217.6,46.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061574-E,130105800000680.0,80105800009780.0,1,58,10105800000084,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061575/E,0,"Calle Luberi, nº 12",Kalea/Calle,Luberi,12,CASA UNIFAMILIAR,Legutio,Legutio,1170.0,Araba/Álava,D1,2009,CTE 2006,"58-2-1450-F-1-1, 2 y 3",Vivienda,Existente,2016-06-08,2026-06-08,150.0,100,0,217.8,46.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061575-E,130105800000680.0,80105800009810.0,1,58,10105800000084,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061576/E,0,"Calle Luberi, nº 14",Kalea/Calle,Luberi,14,CASA UNIFAMILIAR,Legutio,Legutio,1170.0,Araba/Álava,D1,2009,CTE 2006,"58-2-1450-G-1-1, 2 y 3",Vivienda,Existente,2016-06-08,2026-06-08,150.0,100,0,256.5,54.2,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061576-E,130105800000680.0,80105800009830.0,1,58,10105800000084,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061577/E,0,"Calle Luberi, nº 16",Kalea/Calle,Luberi,16,CASA UNIFAMILIAR,Legutio,Legutio,1170.0,Araba/Álava,D1,2009,CTE 2006,"58-2-1451-A-1-1, 2 y 3",Vivienda,Existente,2016-06-08,2026-06-08,150.0,100,0,266.7,56.4,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061577-E,130105800000680.0,80105800009840.0,1,58,10105800000084,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00061648/E,0,"Vivienda 3ºD, portal 9 en edificio plurifamiliar exis.",Plaza/Plaza,Euskal-Herria,9,3ºD,Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,E1,2003,NBE-CT-79,51000117130000009012,Vivienda,Existente,2016-05-27,2026-05-27,85.0,100,0,350.0,74.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061648-E,130105100000990.0,80105100011110.0,1,51,10105100000073,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gas natural,Centralizado,Caldera estandar,Gas natural
CEE/CAPV/2016/00061784/E,0,vivienda en bloque,Urbanizazioa/Urbanización,Carlos Larrea,1,3ºb,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,2009,CTE 2006,36000504990000001014,Vivienda,Existente,2016-06-15,2026-06-15,70.0,100,0,129.3,27.4,E,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061784-E,130103600001430.0,80103600031680.0,1,36,10103600000016,1.0,Euskadi,CE2,Equipos individuales,Caldera estandar,Gas natural,Centralizado,Inter-acumulador,Gas natural
CEE/CAPV/2016/00061786/E,0,"VIVIENDA 2º IZDA.C/ LAS LOSAS 8, OYON",Kalea/Calle,Las Losas,8,2 IZDA.,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,1955,Anterior NBE-CT-79,43000200050000003004,Vivienda,Existente,2016-06-15,2026-06-15,80.0,100,0,372.4,66.6,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00061786-E,130104300000490.0,80104300003296.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
