Nº registro,Completo Parte,Edificio / Parte,Tipo vía,Calle,Portal,Piso,Municipio,Localidad,Código postal,Provincia,Zona climática,Año construcción,Normativa,Datos catastrales,Tipo edificio,Alcance edificio,Fecha inicio de vigencia,Fecha fin de vigencia,Superficie habitable,Superficie calefactada,Superficie refrigerada,Consumo anual,Emisiones anuales,Calificación energética,Calificación energ. emisiones,Más datos,Cod. calle,Cod. portal,Cod. provincia,Cod. municipio,Cod. localidad,Nº viviendas,Comunidad autónoma,Procedimiento,Cal. Grado Centralizacion,Cal. Equipo Principal,Cal. Tipo Energia,ACS Grado Centralizacion,ACS Equipo Principal,ACS Tipo Energia
CEE/CAPV/2018/00122073/E,1,CARRETERA VITORIA-ESTELLA 9,Errepidea/Carretera,Vitoria-Estella,9,"(Puente Orbiso,9)",Campezo/Kanpezu,Santa Cruz de Campezo/Santikurutze Kanpezu,1110.0,Araba/Álava,E1,1950,Anterior NBE-CT-79,170109550000010001FV,Vivienda,Existente,2017-11-07,2027-11-07,67.0,100,0,353.7,93.3,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122073-E,130101700000790.0,80101700005190.0,1,17,10101700000068,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122076/E,1,EDIFICIO SITO EN CALLE ÚNICA Nº 7 DE NANCLARES DE GAMBOA,Entitatea/Entidad,Nanclares de Ganboa/Langara Ganboa,7,UNIFAMILIAR,Arratzua-Ubarrundia,Nanclares de Ganboa/Langara Ganboa | Diseminado,1520.0,Araba/Álava,D1,1800,Anterior NBE-CT-79,590300140000010001JN,Vivienda,Existente,2018-05-22,2028-05-22,139.0,75,0,417.17,74.9,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122076-E,130100800000480.0,80103600005113.0,1,8,10100800000152,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Efecto Joule,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2018/00122077/E,1,"C/. Zarrikizubi, nº 1",Kalea/Calle,Zarrikizubi,1,UNIFAMILIAR,Barrundia,Hermua,1208.0,Araba/Álava,D1,2002,NBE-CT-79,130102480A00010001JZ,Vivienda,Existente,2018-05-22,2028-05-22,153.0,100,0,228.6,60.3,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122077-E,130101300000460.0,80101300008420.0,1,13,10101300000128,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122078/E,1,UGARTE 11,Kalea/Calle,Ugarte,11,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1957,Anterior NBE-CT-79,36020070000001,Vivienda,Existente,2017-12-22,2027-12-22,549.0,100,0,293.2,56.9,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122078-E,130103600001020.0,80103600008990.0,1,36,10103600000016,7.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122079/E,1,paganos 42,Kalea/Calle,Páganos,42,UNIFAMILIAR,Laguardia,Laguardia,1300.0,Araba/Álava,D1,1850,Anterior NBE-CT-79,31020025000001,Vivienda,Existente,2018-05-22,2028-05-22,370.0,100,0,277.2,50.9,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122079-E,130103100000240.0,80103100002122.0,1,31,10103100000043,4.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Electricidad,Equipos individuales,Caldera estandar,Electricidad
CEE/CAPV/2018/00122081/E,1,EL ROSCAL Nº16,Kalea/Calle,El Roscal,16,UNIFAMILIAR,Harana/Valle de Arana,Ullíbarri-Arana/Uribarri Harana | Ullibarri-Arana / Uribarri Harana,1117.0,Araba/Álava,E1,1900,Anterior NBE-CT-79,560111450000010001LP,Vivienda,Existente,2017-11-08,2027-11-08,188.0,100,0,408.1,107.7,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122081-E,130105600000290.0,80105600001607.0,1,56,10105600000040,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122083/E,1,EDIFICIO 2 LA CRUZ 3,Kalea/Calle,La Cruz,3,UNIFAMILIAR,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,1322.0,Araba/Álava,D1,1900,Anterior NBE-CT-79,39020870000002,Vivienda,Existente,2018-05-22,2028-05-22,201.0,100,0,177.1,46.7,D,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122083-E,130103900000040.0,80103900000360.0,1,39,10103900000010,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122089/E,1,SANTA CRUZ 3,Bidea/Camino,Santa Kurutz,3,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1947,Anterior NBE-CT-79,360601920A0001,Vivienda,Existente,2018-03-19,2028-03-19,112.0,100,0,526.9,138.8,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122089-E,130103600000930.0,80103600008414.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122098/E,1,GOIKOMENDI 5 - NARVAJA,Kalea/Calle,Goikomendi,5,UNIFAMILIAR,San Millán/Donemiliaga,Narbaiza,1208.0,Araba/Álava,D1,1900,Anterior NBE-CT-79,530401140000010000,Vivienda,Existente,2018-05-16,2028-05-16,100.0,100,0,165.9,35.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122098-E,130105300000780.0,80105300001565.0,1,53,10105300000170,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2018/00122102/E,1,EDIFICIO DE VIVIENDAS,Etorbidea/Avenida,Villosa,6,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1965,Anterior NBE-CT-79,36-05-0159-000003,Vivienda,Existente,2018-05-03,2028-05-03,566.0,100,0,267.53,54.77,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122102-E,130103600001070.0,80103600009657.0,1,36,10103600000016,8.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2018/00122105/E,0,VIVIENDA,Kalea/Calle,Gardeagotxi,4,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1960,Anterior NBE-CT-79,360600360A00010001GS,Vivienda,Existente,2018-05-23,2028-05-23,300.0,100,0,212.5,45.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122105-E,130103600000290.0,80103600001959.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122106/E,1,PEZ 11 LAPUEBLA DE LABARCA,Kalea/Calle,El Pez,11,UNIFAMILIAR,Lapuebla de Labarca,Lapuebla de Labarca,1306.0,Araba/Álava,D1,1900,Anterior NBE-CT-79,"330302560000010001FW, 330302560000010002HW, 330302560000010003JW, 330302560000010004LW",Vivienda,Existente,2018-05-14,2028-05-14,120.0,100,0,324.93,68.8,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122106-E,130103300000120.0,80103300001270.0,1,33,10103300000013,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122109/E,1,MAURICIO VALDIVIELSO_6,Kalea/Calle,Mauricio Baldivielso,6,UNIFAMILIAR,Peñacerrada-Urizaharra,Payueta/Pagoeta | Payueta / Pagoeta,1211.0,Araba/Álava,D1,1905,Anterior NBE-CT-79,440107420000010001GN,Vivienda,Existente,2018-05-23,2028-05-23,102.0,100,0,218.8,38.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122109-E,130104400000070.0,80104400000685.0,1,44,10104400000062,1.0,Euskadi,CE3X,Equipos individuales,COCINA ECONÓMICA,Biomasa,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122112/E,1,BLOQUE DE VIVIENDAS EN CALLE GUIPUZCOA nº 8,Kalea/Calle,Gipuzkoa,8,EDIFICIO DE VIVIENDAS,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1951,Anterior NBE-CT-79,360200690000010001LY,Vivienda,Existente,2018-05-23,2028-05-23,462.0,100,0,232.8,44.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122112-E,130103600000300.0,80103600002121.0,1,36,10103600000016,8.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2018/00122117/E,1,"Vivienda sita en C/ Sol de Abajo 17, Antoñana",Kalea/Calle,Sol de Abajo,17,UNIFAMILIAR,Campezo/Kanpezu,Antoñana,1128.0,Araba/Álava,E1,1860,Anterior NBE-CT-79,170204060000010001,Vivienda,Existente,2018-05-18,2028-05-18,126.0,100,0,199.1,35.6,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122117-E,130101700000030.0,80101700000176.0,1,17,10101700000016,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Biomasa,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122120/E,1,VIVIENDA UNIFAMILIAR ENTRE MEDIANERAS,Kalea/Calle,San Bartolomé,2,UNIFAMILIAR,Yécora/Iekora,Yécora/Iekora,1322.0,Araba/Álava,D1,1900,Anterior NBE-CT-79,600200970000010001LN,Vivienda,Existente,2018-05-23,2028-05-23,56.0,56,0,410.8,93.9,F,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122120-E,130106000000120.0,80106000001002.0,1,60,10106000000016,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gasóleo,Centralizado,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122122/E,0,bajo izq,Kalea/Calle,Ugarte,11,bajo izq. Local,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1957,Anterior NBE-CT-79,360200700000010008EN,Otros usos,Existente,2018-05-16,2028-05-16,78.0,78,78,410.3,73.0,E,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122122-E,130103600001020.0,80103600008990.0,1,36,10103600000016,0.0,Euskadi,CE3X,Equipos individuales,Bomba de calor,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2018/00122123/E,1,2 VIVIENDAS EN LEZA,Zeharbidea/Travesía,La Fuente,3,UNIFAMILIAR,Leza,Leza,1309.0,Araba/Álava,E1,1900,Anterior NBE-CT-79,34030517000001,Vivienda,Existente,2018-05-23,2028-05-23,292.0,100,0,313.3,82.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122123-E,130103400000040.0,80103400000422.0,1,34,10103400000011,2.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122133/E,1,"Plaza del Catillo, 5",Plaza/Plaza,El Castillo,5,UNIFAMILIAR,Lapuebla de Labarca,Lapuebla de Labarca,1306.0,Araba/Álava,D1,1800,Anterior NBE-CT-79,330301290000010001HR,Vivienda,Existente,2018-05-22,2028-05-22,133.0,100,0,530.4,89.8,G,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122133-E,130103300000030.0,80103300000271.0,1,33,10103300000013,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Inter-acumulador,Electricidad
CEE/CAPV/2018/00122134/A01,0,Vivienda,Urbanizazioa/Urbanización,Jauregia,1,4º-C,Artziniega,Artziniega,1474.0,Araba/Álava,D1,1982,NBE-CT-79,040406540000010015BQ,ViviendaIndividualEnBloque,Existente,2022-12-27,2032-12-27,80.93,100,0,245.4,52.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122134-A01,130100400000290.0,80100400002074.0,1,4,10100400000014,1.0,Euskadi,CEXv2.3,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2018/00122137/E,1,EDIFICIO 1 SAN JOSE 9,Kalea/Calle,San Jose,9,(EDIFICIO 1),Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,1322.0,Araba/Álava,D1,1870,Anterior NBE-CT-79,390207740000010001ET,Vivienda,Existente,2018-05-23,2028-05-23,85.0,100,0,292.1,49.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122137-E,130103900000060.0,80103900000528.0,1,39,10103900000010,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122139/E,1,JAUREGI Nº5,Kalea/Calle,Jauregi,5,UNIFAMILIAR,Iruraiz-Gauna,Jauregi | Diseminado,1207.0,Araba/Álava,E1,1850,Anterior NBE-CT-79,270200060000010001CX,Vivienda,Existente,2018-02-20,2028-02-20,166.0,100,0,447.3,117.8,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122139-E,130102700000130.0,80102700001594.0,1,27,10102700000092,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122140/E,1,JAUREGI Nº7,Kalea/Calle,Jauregi,7,UNIFAMILIAR,Iruraiz-Gauna,Jauregi | Diseminado,1207.0,Araba/Álava,E1,1952,Anterior NBE-CT-79,270200050A00010001JV,Vivienda,Existente,2018-02-19,2028-02-19,228.0,100,0,417.1,110.0,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122140-E,130102700000130.0,80102700001608.0,1,27,10102700000092,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122142/E,0,VIVIENDA,Kalea/Calle,Ugarte,16,1D,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1961,Anterior NBE-CT-79,360100800000020002KY,Vivienda,Existente,2018-05-24,2028-05-24,70.0,100,0,370.3,78.4,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122142-E,130103600001020.0,80103600009047.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122145/E,1,MAYOR 26,Kalea/Calle,Calle Mayor,26,UNIFAMILIAR,Lanciego/Lantziego,Lanciego/Lantziego,1308.0,Araba/Álava,D1,1960,Anterior NBE-CT-79,320101900A0001,Vivienda,Existente,2018-05-23,2028-05-23,80.0,100,0,406.0,71.1,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122145-E,130103200000040.0,80103200000387.0,1,32,10103200000020,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2018/00122146/E,1,CASA AZCARRAGA,Kalea/Calle,Calle Mayor,79,UNIFAMILIAR,Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,E1,1600,Anterior NBE-CT-79,510301800000010001,Vivienda,Existente,2018-04-05,2028-04-05,1057.0,100,0,332.3,56.3,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122146-E,130105100000360.0,80105100002537.0,1,51,10105100000073,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122147/E,1,PLAZA DE ORIENTE 5,Plaza/Plaza,Oriente,5,UNIFAMILIAR,Elvillar/Bilar,Elvillar/Bilar,1309.0,Araba/Álava,D1,1950,Anterior NBE-CT-79,23010109000001,Vivienda,Existente,2018-05-24,2028-05-24,115.0,100,0,462.2,78.3,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122147-E,130102300000050.0,80102300000594.0,1,23,10102300000014,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Electricidad,Equipos individuales,Caldera estandar,Electricidad
CEE/CAPV/2018/00122153/E,1,VIVIENDA UNIFAMILIAR,Kalea/Calle,Mendoza,20,UNIFAMILIAR,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,2008,NBE-CT-79,430316720D0001,Vivienda,Existente,2018-05-24,2028-05-24,155.0,100,0,250.6,53.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122153-E,130104300001320.0,80104300017090.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2018/00122155/T,1,RESIDENCIA PURISIMA CONCEPCIÓN,Kalea/Calle,Domingo de Sautu,7,UNIFAMILIAR,Zuia,Murgia,1130.0,Araba/Álava,D1,2020,CTE HE 2013,ninguno,Otros usos,Nuevo,2021-01-14,2031-01-14,4814.0,80,20,60.65,11.26,B,A,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122155-T,130106300000620.0,80106300002282.0,1,63,10106300000160,0.0,Euskadi,HULC,Centralizado,Caldera condensación,Gasóleo,Centralizado,Caldera condensación,Gasóleo
CEE/CAPV/2018/00122158/E,0,"Plaza de la Unión 2, Bajo A. Legutiano",Plazatxoa/Plazuela,La Unión,2,Bajo A,Legutio,Legutio,1170.0,Araba/Álava,D1,1970,NBE-CT-79,580200600000010013IW,Vivienda,Existente,2018-05-24,2028-05-24,69.0,100,0,225.9,47.8,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122158-E,130105800000320.0,80105800002414.0,1,58,10105800000084,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122160/E,1,GARAI 19 21,Etorbidea/Avenida,Garai,19,y 21,Artziniega,Artziniega,1474.0,Araba/Álava,D1,1967,Anterior NBE-CT-79,04020561000002,Vivienda,Existente,2018-05-24,2028-05-24,777.0,100,0,302.8,62.6,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122160-E,130100400000220.0,80100400001574.0,1,4,10100400000014,8.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2018/00122165/E,0,VIVIENDA 1º C,Kalea/Calle,Landako,20,1º C,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1980,NBE-CT-79,021600230000020001FP,Vivienda,Existente,2018-05-24,2028-05-24,89.0,100,0,215.2,45.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122165-E,130100200000500.0,80100200003959.0,1,2,10100200000023,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gas natural,Centralizado,Caldera estandar,Gas natural
CEE/CAPV/2018/00122171/E,1,LAGUARDIA SANTA ENGRACIA 40,Kalea/Calle,Santa Engracia,40,UNIFAMILIAR,Laguardia,Laguardia,1300.0,Araba/Álava,D1,1900,Anterior NBE-CT-79,31010116000001,Vivienda,Existente,2018-04-09,2028-04-09,142.0,100,100,187.3,46.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122171-E,130103100000220.0,80103100001353.0,1,31,10103100000043,2.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122173/E,1,Santa Engracia 31,Kalea/Calle,Santa Engracia,31,UNIFAMILIAR,Laguardia,Laguardia,1300.0,Araba/Álava,D1,1900,Anterior NBE-CT-79,31010179000001,Vivienda,Existente,2018-04-09,2028-04-09,135.0,100,0,290.5,49.2,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122173-E,130103100000220.0,80103100001280.0,1,31,10103100000043,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Electricidad,Equipos individuales,Caldera estandar,Electricidad
CEE/CAPV/2018/00122294/T,1,Vivienda unifamiliar Musitu,Kalea/Calle,San Martin,15,UNIFAMILIAR,Arraia-Maeztu,Musitu,1129.0,Araba/Álava,D1,2017,CTE 2013,37051803000001,Vivienda,Nuevo,2018-05-24,2028-05-24,110.0,100,0,68.32,12.95,B,B,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122294-T,130103700000700.0,80103700009390.0,1,37,10103700000199,1.0,Euskadi,HULC,Equipos individuales,Caldera estandar,Biomasa,Equipos individuales,Intercambiador de placas,Electricidad
CEE/CAPV/2018/00122339/E,1,Santa Engracia 51,Kalea/Calle,Santa Engracia,51,UNIFAMILIAR,Laguardia,Laguardia,1300.0,Araba/Álava,D1,1900,Anterior NBE-CT-79,31010187000001,Vivienda,Existente,2018-04-10,2028-04-10,285.0,100,0,240.5,51.4,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122339-E,130103100000220.0,80103100001433.0,1,31,10103100000043,3.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Electricidad,Equipos individuales,Caldera estandar,Electricidad
CEE/CAPV/2018/00122432/E,1,VIVIENDA UNIFAMILIAR EN NÚCLEO RURAL PB+P1+BC,Kalea/Calle,El Sol,10,UNIFAMILIAR,Campezo/Kanpezu,Bujanda,1128.0,Araba/Álava,D1,1880,Anterior NBE-CT-79,170202870000010001KTY,Vivienda,Existente,2018-05-26,2028-05-26,165.0,100,0,472.26,80.79,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122432-E,130101700000820.0,80101700006170.0,1,17,10101700000037,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Efecto Joule / Radiador,Electricidad,Centralizado,Efecto Joule,Electricidad
CEE/CAPV/2018/00122448/E,0,Vivienda_planta 1ª_única,Kalea/Calle,Fueros,36,Vivienda planta 1ª (única vivienda),Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,E1,1950,Anterior NBE-CT-79,510401760B00010001CN,Vivienda,Existente,2018-05-28,2028-05-28,135.0,100,0,576.2,122.0,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122448-E,130105100000410.0,80105100002960.0,1,51,10105100000073,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122449/E,0,VIVIENDA BAJO B,Kalea/Calle,San Martin,12,BAJO B,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1963,Anterior NBE-CT-79,360501500000010002FX,Vivienda,Existente,2018-05-24,2028-05-24,76.0,100,0,452.0,76.6,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122449-E,130103600000900.0,80103600008337.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122451/E,0,"Baias 8, 3, D",Kalea/Calle,Baia,8,"3, D",Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1966,Anterior NBE-CT-79,360401160000010006GW,Vivienda,Existente,2018-05-22,2028-05-22,83.0,100,0,256.76,54.34,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122451-E,130103600000080.0,80103600031810.0,1,36,10103600000016,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122452/E,0,VIVIENDA 2ºA,Etorbidea/Avenida,Zumalakarregi,24,2 A,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1948,Anterior NBE-CT-79,360100510000010004MQ,Vivienda,Existente,2018-05-24,2028-05-24,85.0,100,0,315.8,55.7,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122452-E,130103600001230.0,80103600010944.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2018/00122454/E,1,EL CASTILLO 11,Kalea/Calle,El Castillo,11,UNIFAMILIAR,Laguardia,Laguardia,1300.0,Araba/Álava,D1,1850,Anterior NBE-CT-79,31020119000001,Vivienda,Existente,2018-05-28,2028-05-28,210.0,100,0,301.1,70.8,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122454-E,130103100000190.0,80103100000774.0,1,31,10103100000043,3.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122466/E,1,"Vivienda sita en Pl/ San Andrés,3, Orbiso",Plaza/Plaza,San Andres,3,UNIFAMILIAR,Campezo/Kanpezu,Orbiso,1117.0,Araba/Álava,E1,1900,Anterior NBE-CT-79,170413890000010001ET,Vivienda,Existente,2018-05-23,2028-05-23,235.0,94,0,280.1,73.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122466-E,130101700000330.0,80101700001501.0,1,17,10101700000042,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122470/E,1,EDIFICIO 1 NUEVA 4,Kalea/Calle,Calle Nueva,4,UNIFAMILIAR,Oyón-Oion,Barriobusto/Gorrebusto | Barriobusto / Gorrebusto,1322.0,Araba/Álava,D1,1931,Anterior NBE-CT-79,43070522000001,Vivienda,Existente,2018-05-28,2028-05-28,168.0,100,0,293.1,49.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122470-E,130104300000110.0,80104300000536.0,1,43,10104300000012,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122473/E,1,LA ERMITA Nº2,Errepidea/Carretera,La Ermita,2,UNIFAMILIAR,Campezo/Kanpezu,Santa Cruz de Campezo/Santikurutze Kanpezu,1110.0,Araba/Álava,E1,1966,Anterior NBE-CT-79,170109160000010001JT,Vivienda,Existente,2017-11-03,2027-11-03,230.0,100,0,426.6,112.5,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122473-E,130101700000690.0,80101700004172.0,1,17,10101700000068,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
